identity,frame_idx,time_sec,condition,velocity,angular_velocity,grooming_distance,instance.score
Fly_1,2031,16.925,Stimulus,17.270576146890892,288.65119659537754,8.008206925564066,0.9808476567268372
Fly_1,2032,16.933333333333334,Stimulus,2.746269513470199,18.725276647495548,8.002890495404488,0.9786016345024108
Fly_1,2033,16.941666666666666,Stimulus,6.784634584919218,1.1264732276572431,8.045470907800691,0.9831121563911438
Fly_1,2034,16.95,Stimulus,323.3801106663618,386.21090067530645,8.778651620280552,0.9854913353919984
Fly_1,2035,16.958333333333332,Stimulus,4.170317798552537,19.634583264717094,8.748412410579514,0.9867607951164246
Fly_1,2036,16.966666666666665,Stimulus,0.9621525967329843,1.2874836310152205,8.82490062274376,0.9879599809646606
Fly_1,2037,16.975,Stimulus,10.187114181701727,83.884649248497,8.758667407305833,0.987682044506073
Fly_1,2038,16.983333333333334,Stimulus,4.5056567400744205,15.612567056762146,8.771317043589816,0.9905886650085448
Fly_1,2039,16.991666666666667,Stimulus,3.224054206733209,66.65110299308367,8.804585383482245,0.9940122961997986
Fly_1,2040,17.0,Stimulus,4.287978238495365,7.40697428320118,8.821963854440904,0.9945934414863586
Fly_1,2041,17.008333333333333,Stimulus,329.5820573624524,483.61932870483884,8.108348541905666,0.9977908730506896
Fly_1,2042,17.016666666666666,Stimulus,2.6335531941711245,47.07646283193412,8.042073389649751,0.9963572025299072
Fly_1,2043,17.025,Stimulus,6.563648395874333,31.011431066173145,8.024403860255823,0.9862707257270812
Fly_1,2044,17.033333333333335,Stimulus,325.5729606344417,513.168445639642,8.775673450570956,0.990322470664978
Fly_1,2045,17.041666666666668,Stimulus,2.1595642492722043,27.769230610666682,8.751795183104656,0.9909665584564208
Fly_1,2046,17.05,Stimulus,324.69810374901346,489.503415940394,7.972336987462891,0.9933553338050842
Fly_1,2047,17.058333333333334,Stimulus,4.2441367207705385,1185.4596550517329,9.269693703962014,0.9996041655540466
Fly_1,2048,17.066666666666666,Stimulus,326.3610290001083,1651.6248414133315,8.82094868552602,0.9998963475227356
Fly_1,2049,17.075,Stimulus,1.9436798598216207,17.614130059889703,8.851832573626465,1.0027083158493042
Fly_1,2050,17.083333333333332,Stimulus,326.03794712569373,1646.697098560602,9.247479956550514,1.0034120082855225
Fly_1,2051,17.091666666666665,Stimulus,3.809417635496784,11.635976665762655,9.287542452376636,1.0065265893936155
Fly_1,2052,17.1,Stimulus,0.25202124805788945,21.825811713501935,9.282918976869926,1.0039795637130735
Fly_1,2053,17.108333333333334,Stimulus,0.7829723446226231,7.28370796933973,9.287924941521311,1.0012761354446411
Fly_1,2054,17.116666666666667,Stimulus,3.4229499487130473,29.163600581041464,9.260687925756425,0.9959458708763124
Fly_1,2055,17.125,Stimulus,2.943251680607447,37.92009449737748,9.255970612521802,0.9998034834861756
Fly_1,2056,17.133333333333333,Stimulus,330.6243114788768,1648.9093041713045,8.81431992085938,0.99954092502594
Fly_1,2057,17.141666666666666,Stimulus,2.389593013842485,20.15274168891324,8.800076032922725,1.001363754272461
Fly_1,2058,17.15,Stimulus,1.6690543079443017,8.472127464124242,8.805729904174022,1.0004380941390991
Fly_1,2059,17.158333333333335,Stimulus,10.20083836728443,21.570268913746986,8.90579572008428,0.9989423155784608
Fly_1,2060,17.166666666666668,Stimulus,0.40943627517696346,60.161702854449004,8.906267243502471,1.0014965534210205
Fly_1,2061,17.175,Stimulus,1.5063338070422922,11.788019391212856,8.905072183904462,1.0004394054412842
Fly_1,2062,17.183333333333334,Stimulus,9.157470439516388,43.13315440349015,8.852892272644272,0.9966943860054016
Fly_1,2063,17.191666666666666,Stimulus,325.15029150192896,1628.3191312081613,9.205542952903688,0.9949971437454224
Fly_1,2064,17.2,Stimulus,0.8072937175765699,18.02414921865875,9.215199586952115,0.9954622387886048
Fly_1,2065,17.208333333333332,Stimulus,2.5413455968796415,21.93521481695143,9.238785971671318,1.0015159845352173
Fly_1,2066,17.216666666666665,Stimulus,329.66607329721313,1697.1575138899345,8.841113419700424,0.9989124536514282
Fly_1,2067,17.225,Stimulus,7.924418836638306,10.778098832598744,8.875148520939518,1.0034642219543457
Fly_1,2068,17.233333333333334,Stimulus,7.1824748675407575,30.213168008104958,8.848635321038842,1.002083659172058
Fly_1,2069,17.241666666666667,Stimulus,5.343352654391026,11.51568160330612,8.82964890965575,1.0028643608093262
Fly_1,2070,17.25,Stimulus,7.53844303096269,47.51654768439039,8.782908872841823,1.000263810157776
Fly_1,2071,17.258333333333333,Stimulus,7.190614937547708,90.38739252894402,8.806628674135032,1.001245379447937
Fly_1,2072,17.266666666666666,Stimulus,7.083170879595448,12.289668287611448,8.762464994946974,0.9988524913787842
Fly_1,2073,17.275,Stimulus,4.082278011474718,24.330283471887242,8.728123179729872,0.9979017972946168
Fly_1,2074,17.283333333333335,Stimulus,5.913561700255359,64.79297166273795,8.66687050253107,0.9965276718139648
Fly_1,2075,17.291666666666668,Stimulus,2.355678719798448,16.932299472384784,8.643789738355494,0.9986149072647096
Fly_1,2076,17.3,Stimulus,1.0056608430059288,12.219546614869614,8.654265342565422,0.9982158541679382
Fly_1,2077,17.308333333333334,Stimulus,0.7128613609682796,3.4536381544410233,8.644234367768009,0.9979020357131958
Fly_1,2078,17.316666666666666,Stimulus,3.465872627953372,23.30498844360477,8.644592144670197,0.9943023324012756
Fly_1,2079,17.325,Stimulus,4.613263704297247,73.45880274715,8.688510572708417,0.9968104362487792
Fly_1,2080,17.333333333333332,Stimulus,7.354952607199893,32.13131686860493,8.739879494820121,0.9981727600097656
Fly_1,2081,17.341666666666665,Stimulus,2.198644586826233,19.944590601817254,8.75000908140154,0.999259352684021
Fly_1,2082,17.35,Stimulus,0.7646708868830969,3.646139152269825,8.751509319989056,1.0001444816589355
Fly_1,2083,17.358333333333334,Stimulus,19.003750838676343,76.76082493482681,8.582405274262133,0.9940136671066284
Fly_1,2084,17.366666666666667,Stimulus,2.581254620120738,1154.895525646316,9.850000860076833,0.9954276084899902
Fly_1,2085,17.375,Stimulus,1.466326154209284,17.704846041708606,9.863305707089157,0.9954115748405457
Fly_1,2086,17.383333333333333,Stimulus,2.254586789742972,15.778160686493266,9.881610783163472,0.9966754913330078
Fly_1,2087,17.391666666666666,Stimulus,0.5904973936742102,8.29154549478858,9.88781735983041,0.9983949065208436
Fly_1,2088,17.4,Stimulus,2.017353647305427,1.6570451600011893,9.877058149876573,0.9992464184761048
Fly_1,2089,17.408333333333335,Stimulus,2.0882245502416774,0.09273115719906855,9.866713592712138,1.0006531476974487
Fly_1,2090,17.416666666666668,Stimulus,6.548560187378995,6.388491029275656,9.882139548093466,0.9981877207756042
Fly_1,2091,17.425,Stimulus,2.0150255598240894,5.761444236605939,9.913008129921987,0.9976055026054382
Fly_1,2092,17.433333333333334,Stimulus,1.1225425583008126,7.953962043375213,9.960105262845467,0.9983622431755066
Fly_1,2093,17.441666666666666,Stimulus,5.9940083508705415,14.086639380661836,9.928896563353629,0.9984495043754578
Fly_1,2094,17.45,Stimulus,4.387500479282451,4.2757416583992836,9.892163712349856,0.9911975264549256
Fly_1,2095,17.458333333333332,Stimulus,1.1010715120878594,10.046229341903654,9.86050047246778,0.9891336560249328
Fly_1,2096,17.466666666666665,Stimulus,4.684666731022877,8.221671865054532,9.863276566608185,0.9886603951454164
Fly_1,2097,17.475,Stimulus,3.240790928093768,2.686707508348718,9.834892866830685,0.9885781407356262
Fly_1,2098,17.483333333333334,Stimulus,3.1784409087495393,1185.913664660393,8.582014659653725,0.9903132915496826
Fly_1,2099,17.491666666666667,Stimulus,2.1081666664418885,1186.7580292448497,9.94289641875161,0.9966971278190612
Fly_1,2100,17.5,Stimulus,3.648968120928085,1105.7405049670729,8.674430051703863,0.9958158731460572
Fly_1,2101,17.508333333333333,Stimulus,3.2656653734841674,17.25364097535703,8.694267657878552,0.9967065453529358
Fly_1,2102,17.516666666666666,Stimulus,4.332137633686558,14.996704073720366,8.62505517860744,0.9902315735816956
Fly_1,2103,17.525,Stimulus,3.03806792707264,0.7110538623624052,8.571281413326652,0.9887900948524476
Fly_1,2104,17.533333333333335,Stimulus,7.73817489219722,3.6961581184539227,8.563170382654937,0.9850938320159912
Fly_1,2105,17.541666666666668,Stimulus,5.200886425245882,14.052297991366913,8.520677527237645,0.9828674793243408
Fly_1,2106,17.55,Stimulus,10.28357871910225,19.246185462645826,8.582939114036895,0.9941195249557496
Fly_1,2107,17.558333333333334,Stimulus,2.836326761564561,14.503667088558814,8.572774814380976,0.9916478395462036
Fly_1,2108,17.566666666666666,Stimulus,2.862954572540391,20.221741041610812,8.607552888555686,0.99220609664917
Fly_1,2109,17.575,Stimulus,2.2281279832731715,7.861885986751531,8.627124017340323,0.9958947896957396
Fly_1,2110,17.583333333333332,Stimulus,3.924537575567006,0.41990097669213355,8.699512686771717,1.0011860132217407
Fly_1,2111,17.591666666666665,Stimulus,1.555375066950802,4.123534154418849,8.696296689749301,0.9994437098503112
Fly_1,2112,17.6,Stimulus,1.5380161814539088,45.387268699155356,8.715959036655399,1.0000929832458496
Fly_1,2113,17.608333333333334,Stimulus,6.185544485242868,58.30341161114234,8.665624419266317,0.9964297413825988
Fly_1,2114,17.616666666666667,Stimulus,2.411893147649647,16.40889870492856,8.653274218513237,1.0010063648223877
Fly_1,2115,17.625,Stimulus,5.600705133049384,4.056464744247705,8.660532658406014,1.0038305521011353
Fly_1,2116,17.633333333333333,Stimulus,1.5195768295551957,3.4258784407973053,8.653272451068858,1.0030546188354492
Fly_1,2117,17.641666666666666,Stimulus,3.699948554067966,55.758169737431444,8.643050110854771,0.9970364570617676
Fly_1,2118,17.65,Stimulus,4.54272231977701,28.838434959988035,8.705216253475866,1.0058375597000122
Fly_1,2119,17.658333333333335,Stimulus,2.214241066935225,12.400194498842438,8.739925093906097,1.0038479566574097
Fly_1,2120,17.666666666666668,Stimulus,1.1800177913876269,7.036222919980446,8.769334101000771,1.0074278116226196
Fly_1,2121,17.675,Stimulus,6.484122213928602,10.200251992104086,8.747672415995465,1.0032808780670166
Fly_1,2122,17.683333333333334,Stimulus,6.9891086384960035,1.1248521488732877,8.67257238475001,1.0005966424942017
Fly_1,2123,17.691666666666666,Stimulus,2.0673118294416875,42.38788782105189,8.65243006075484,0.991539180278778
Fly_1,2124,17.7,Stimulus,1.5283066624040984,20.613566451498855,8.659272806568852,0.9950088262557985
Fly_1,2125,17.708333333333332,Stimulus,1.8183248907931122,30.369736831228238,8.680454506105793,0.9978590607643129
Fly_1,2126,17.716666666666665,Stimulus,2.534222023670931,3.7156587580705036,8.69188633139353,1.0016504526138306
Fly_1,2127,17.725,Stimulus,3.5284343060181786,34.57891277621684,8.72041530027357,1.0013041496276855
Fly_1,2128,17.733333333333334,Stimulus,2.2177753725635547,8.330260834692353,8.74899462688653,1.0051724910736084
Fly_1,2129,17.741666666666667,Stimulus,4.183469113328563,2.061143971933461,8.740265047030201,1.004607081413269
Fly_1,2130,17.75,Stimulus,1.679946524586414,27.83290463194021,8.7470370216754,1.006168007850647
Fly_1,2131,17.758333333333333,Stimulus,2.188556960747097,33.12269241189597,8.745324824268108,1.0049543380737305
Fly_1,2132,17.766666666666666,Stimulus,1.4976191699671761,49.07279726736192,8.764329874098937,1.0050218105316162
Fly_1,2133,17.775,Stimulus,1.2176059341559253,21.62168464699107,8.693041855432766,0.9971187114715576
Fly_1,2134,17.783333333333335,Stimulus,9.505202236783237,95.04912958122645,8.671994561797371,0.9980820417404176
Fly_1,2135,17.791666666666668,Stimulus,6.300914330209304,14.75116591462438,8.673342431550214,1.0014580488204956
Fly_1,2136,17.8,Stimulus,3.0495939594209975,5.291796812815619,8.661083676143653,1.0021061897277832
Fly_1,2137,17.808333333333334,Stimulus,2.8003046755558474,6.426644607013259,8.655809694239947,1.0005372762680054
Fly_1,2138,17.816666666666666,Stimulus,3.587431951535384,49.028571022290635,8.661078601606857,1.0033591985702517
Fly_1,2139,17.825,Stimulus,3.7561318808976285,23.086521636530506,8.71417544212051,1.0055696964263916
Fly_1,2140,17.833333333333332,Stimulus,1.6746213940562167,17.08308798695157,8.733494533601766,1.0077303647994995
Fly_1,2141,17.841666666666665,Stimulus,4.5932721259233515,29.580646537964412,8.665073923939156,1.003079891204834
Fly_1,2142,17.85,Stimulus,1.1742758000385916,1.3267944899928352,8.586371953392566,1.0012733936309814
Fly_1,2143,17.858333333333334,Stimulus,2.5924216856205007,1.9028154148998055,8.507667454664507,0.9931963682174684
Fly_1,2144,17.866666666666667,Stimulus,1.051682323413826,16.39707363122284,8.464538298492627,0.9865798950195312
Fly_1,2145,17.875,Stimulus,2.3435783323361594,12.955501816046535,8.557630049632609,0.994373857975006
Fly_1,2146,17.883333333333333,Stimulus,1.5902159159185656,4.334163118038532,8.626482937362471,1.002336502075195
Fly_1,2147,17.891666666666666,Stimulus,3.8658833472131895,6.895457183670715,8.660839380146866,1.001140594482422
Fly_1,2148,17.9,Stimulus,1.5651908592380308,6.168639311888455,8.659682747435992,1.0059337615966797
Fly_1,2149,17.908333333333335,Stimulus,2.7362795055570874,5.15441127650206,8.625451638699701,1.0028667449951172
Fly_1,2150,17.916666666666668,Stimulus,1.5268844343121155,29.46405619038046,8.61382918096358,1.002877116203308
Fly_1,2151,17.925,Stimulus,3.001544912228148,55.103242160774926,8.612768215245733,0.99850732088089
Fly_1,2152,17.933333333333334,Stimulus,1.6718642332496847,4.350413926894134,8.627693522987812,0.9975946545600892
Fly_1,2153,17.941666666666666,Stimulus,3.060594627723548,87.30945717372606,8.54720206415091,0.994521141052246
Fly_1,2154,17.95,Stimulus,3.8847990422947594,29.755770987028427,8.53626428260019,0.9935660362243652
Fly_1,2155,17.958333333333332,Stimulus,5.641764454390907,40.66469291029762,8.554468899376856,0.9942702651023864
Fly_1,2156,17.966666666666665,Stimulus,2.0903941347751607,18.461244886512986,8.557700591098271,0.9947730898857116
Fly_1,2157,17.975,Stimulus,2.967022845142692,9.518639043058101,8.53822520662872,0.9956703782081604
Fly_1,2158,17.983333333333334,Stimulus,1.1792901993240688,45.72032116991522,8.621674518960866,0.9920116662979126
Fly_1,2159,17.991666666666667,Stimulus,2.310242504667886,8.387003586184392,8.668043487187088,0.994024395942688
Fly_1,2160,18.0,Stimulus,0.4400020985119802,28.38900303763694,8.720628952317528,0.9976098537445068
Fly_1,2161,18.008333333333333,Stimulus,8.029007565225754,24.794222882690065,8.590546721238479,0.9933199286460876
Fly_1,2162,18.016666666666666,Stimulus,6.17122260399962,6.618296786335804,8.512311466836572,0.9948428869247437
Fly_1,2163,18.025,Stimulus,1.7394826787583477,14.705429519381141,8.521732174804672,0.9943249821662904
Fly_1,2164,18.033333333333335,Stimulus,3.6160061845494442,9.148415623166102,8.515260301226146,0.998393714427948
Fly_1,2165,18.041666666666668,Stimulus,2.23868433333661,19.99924020299659,8.493919238540588,0.9961534142494202
Fly_1,2166,18.05,Stimulus,0.3003822752110822,3.644101006505025,8.493615191214749,0.9949082732200624
Fly_1,2167,18.058333333333334,Stimulus,1.3011779180344605,26.46406803591958,8.510166112604628,0.9990255236625672
Fly_1,2168,18.066666666666666,Stimulus,8.463609352819288,34.10554657103489,8.557611685288247,1.0053939819335938
Fly_1,2169,18.075,Stimulus,3.0662594899817197,18.617360186618725,8.557135898298815,1.0025588274002075
Fly_1,2170,18.083333333333332,Stimulus,4.707097096595971,4.480045315675625,8.584598509960243,1.002204179763794
Fly_1,2171,18.091666666666665,Stimulus,2.534222023670931,24.004314290119737,8.605430676752231,1.0044556856155396
Fly_1,2172,18.1,Stimulus,0.43552935783159685,16.493925924327186,8.550613156387769,1.00285804271698
Fly_1,2173,18.108333333333334,Stimulus,2.1743063182241276,33.869920759184424,8.526426500352907,1.0015473365783691
Fly_1,2174,18.116666666666667,Stimulus,0.8412336337125721,6.931492109595183,8.530822873339853,1.0039998292922974
Fly_1,2175,18.125,Stimulus,2.9355867120472463,15.517239272603547,8.533601877277977,1.003633737564087
Fly_1,2176,18.133333333333333,Stimulus,3.2627072235593344,46.79851977091516,8.560584141543313,1.007068395614624
Fly_1,2177,18.141666666666666,Stimulus,5.409271498405597,21.935176001475156,8.550959152847335,1.0031555891036987
Fly_1,2178,18.15,Stimulus,4.133929471254471,48.82007664588514,8.618126759434874,1.0097527503967283
Fly_1,2179,18.158333333333335,Stimulus,4.189261051923517,3.504652072688259,8.6892210075602,1.0070412158966064
Fly_1,2180,18.166666666666668,Stimulus,3.8892222254051263,15.214717002688758,8.693509180710432,1.0052751302719116
Fly_1,2181,18.175,Stimulus,6.6531809864044735,33.08994658009283,8.595097802415292,0.999955415725708
Fly_1,2182,18.183333333333334,Stimulus,2.478715171626993,20.97537663673961,8.548199581059496,1.0002347230911257
Fly_1,2183,18.191666666666666,Stimulus,1.306013153360443,5.46611820583621,8.545506239827631,0.9991178512573242
Fly_1,2184,18.2,Stimulus,0.9020987834591111,1177.3883331097477,9.793878607561293,1.000885248184204
Fly_1,2185,18.208333333333332,Stimulus,4.550739337253344,1185.9117866231293,8.56181470210835,0.9977633953094482
Fly_1,2186,18.216666666666665,Stimulus,0.38880496406211906,8.578078010477839,8.540548235903845,0.9970988035202026
Fly_1,2187,18.225,Stimulus,6.769119681621413,31.99895012269394,8.606580971467082,1.0075585842132568
Fly_1,2188,18.233333333333334,Stimulus,3.047438349362307,4.916965797087869,8.639375884356781,1.0055263042449951
Fly_1,2189,18.241666666666667,Stimulus,2.6355181185729717,7.805803495081136,8.623985037525394,1.0031098127365112
Fly_1,2190,18.25,Stimulus,3.164749071018171,43.20253011061823,8.600487070348079,1.000795841217041
Fly_1,2191,18.258333333333333,Stimulus,2.417580272915839,13.908266754564238,8.656482156763051,1.003939867019653
Fly_1,2192,18.266666666666666,Stimulus,3.262164605099902,14.497848836024332,8.649028859729995,1.0038892030715942
Fly_1,2193,18.275,Stimulus,7.164299048924937,68.84063275541621,8.613074540449663,0.9981339573860168
Fly_1,2194,18.283333333333335,Stimulus,6.905134223114073,38.14108981165418,8.560024717491398,0.997318148612976
Fly_1,2195,18.291666666666668,Stimulus,3.7094474611861554,9.529865666755768,8.552830692732423,0.9960103034973145
Fly_1,2196,18.3,Stimulus,1.8781159259494424,1173.080274658579,9.795378491606394,0.9933686256408693
Fly_1,2197,18.308333333333334,Stimulus,1.920342555482096,1199.172854123791,8.564861017777117,0.993784248828888
Fly_1,2198,18.316666666666666,Stimulus,3.7536103035678083,22.919678100041665,8.56492617136944,0.9940253496170044
Fly_1,2199,18.325,Stimulus,3.884439998460369,49.055442386843424,8.628615467470137,1.0031311511993408
Fly_1,2200,18.333333333333332,Stimulus,2.7408631868284,24.884023519987295,8.630306344659441,1.0084251165390017
Fly_1,2201,18.341666666666665,Stimulus,0.4548098055544929,4.580625940207028,8.63881214764508,1.0085036754608154
Fly_1,2202,18.35,Stimulus,10.928971371424979,62.44764702341172,8.533320893688412,1.002540111541748
Fly_1,2203,18.358333333333334,Stimulus,1.2868341779788024,20.64738435134359,8.484998922651773,0.9936659336090088
Fly_1,2204,18.366666666666667,Stimulus,1.316730764897123,20.141138885933287,8.472908273266476,0.9997725486755372
Fly_1,2205,18.375,Stimulus,2.012015015350798,16.650987122209244,8.52427432277508,0.9965983629226683
Fly_1,2206,18.383333333333333,Stimulus,4.135324216076692,7.964320956297115,8.577018396294513,1.005383849143982
Fly_1,2207,18.391666666666666,Stimulus,4.670773226339604,17.759074761384,8.638862873823282,1.0083614587783811
Fly_1,2208,18.4,Stimulus,3.7957971243835935,13.12048535320855,8.691936881765432,1.011565923690796
Fly_1,2209,18.408333333333335,Stimulus,1.2185968156060178,7.4841778430266,8.681840048131189,1.0109542608261108
Fly_1,2210,18.416666666666668,Stimulus,11.910634532619788,15.041707033821012,8.574810625689457,1.0057954788208008
Fly_1,2211,18.425,Stimulus,2.497827062412833,1148.5975302172164,9.82481204965897,1.0008416175842283
Fly_1,2212,18.433333333333334,Stimulus,0.7838282955796466,15.855611698787015,9.879529086601137,1.005327820777893
Fly_1,2213,18.441666666666666,Stimulus,0.6020579094012327,0.518018201422592,9.880420404551046,1.0052144527435305
Fly_1,2214,18.45,Stimulus,3.5598114308767648,1164.0815610937204,8.581987913488499,0.9981329441070556
Fly_1,2215,18.458333333333332,Stimulus,1.9585404658515928,46.89863615256286,8.546458751996262,0.9903849959373474
Fly_1,2216,18.466666666666665,Stimulus,1.3181966045351534,1198.5491088589072,9.774362797773716,0.9906217455863952
Fly_1,2217,18.475,Stimulus,0.41041774588247754,5.419868035896798,9.777751328877027,0.991112470626831
Fly_1,2218,18.483333333333334,Stimulus,1.7239163519443097,1168.6681387963938,8.566324568688254,1.0002580881118774
Fly_1,2219,18.491666666666667,Stimulus,3.15620293912645,55.3937711803178,8.638442763512316,1.0025712251663208
Fly_1,2220,18.5,Stimulus,2.4889092004842213,24.359686143234285,8.642697072476757,1.0053220987319946
Fly_1,2221,18.508333333333333,Stimulus,1.1632602666700629,2.186517104626091,8.636230898380619,1.005018711090088
Fly_1,2222,18.516666666666666,Stimulus,4.421481084632812,37.27895487290766,8.587895518950681,1.0002034902572632
Fly_1,2223,18.525,Stimulus,4.809162567979495,1153.2338264560929,9.75278563320013,0.9973230361938475
Fly_1,2224,18.533333333333335,Stimulus,0.9963360659996923,1.8237209565756984,9.741215531388733,0.996362030506134
Fly_1,2225,18.541666666666668,Stimulus,0.7612960816515401,1.4894141409604345,9.742572790762098,0.9955809712409972
Fly_1,2226,18.55,Stimulus,3.0283408215027268,1215.5262252407272,8.496671028694877,0.9979552030563354
Fly_1,2227,18.558333333333334,Stimulus,9.829006052477002,33.973515815608835,8.5469065411507,1.00111722946167
Fly_1,2228,18.566666666666666,Stimulus,4.14245924718376,15.910895631883477,8.577019333804296,1.0016783475875854
Fly_1,2229,18.575,Stimulus,3.6758677100493493,28.96737555425034,8.63161128239785,1.00447416305542
Fly_1,2230,18.583333333333332,Stimulus,5.951133935730416,15.94496874549236,8.592159685243177,1.0018216371536257
Fly_1,2231,18.591666666666665,Stimulus,1.4013012594737995,1153.2723304327033,9.869928281559064,1.0053783655166626
Fly_1,2232,18.6,Stimulus,1.1775603664013004,1107.544263960442,8.616218965525142,1.001695990562439
Fly_1,2233,18.608333333333334,Stimulus,0.24566176510617804,11.567637582572843,8.640112006719884,1.001231670379639
Fly_1,2234,18.616666666666667,Stimulus,2.913244260398156,57.28784666563115,8.591217790033257,0.9972347617149352
Fly_1,2235,18.625,Stimulus,2.788450414347025,8.350388207929882,8.586039651448754,1.0005648136138916
Fly_1,2236,18.633333333333333,Stimulus,0.5502921022342335,9.374176030344188,8.564569945501036,1.0000648498535156
Fly_1,2237,18.641666666666666,Stimulus,1.6936058208289866,7.679994710399569,8.53683795750592,1.0012367963790894
Fly_1,2238,18.65,Stimulus,0.35437413291219566,10.994925948070886,8.556944336036635,0.9980525374412536
Fly_1,2239,18.658333333333335,Stimulus,4.47552917697513,28.70990451026273,8.644629462167309,1.0014652013778689
Fly_1,2240,18.666666666666668,Stimulus,3.4360891394571014,34.11321335720231,8.610859396998563,1.0004125833511353
Fly_1,2241,18.675,Stimulus,1.9884815527367459,15.126879235775732,8.568533251954415,0.99869567155838
Fly_1,2242,18.683333333333334,Stimulus,5.9560806266343675,45.92774984120979,8.526726716557173,0.9945275187492372
Fly_1,2243,18.691666666666666,Stimulus,0.7562056347152524,1167.5501566711932,9.776729621033432,0.9943376779556274
Fly_1,2244,18.7,Stimulus,0.23585803986481374,4.348142481754849,9.779864969736831,0.9940518736839294
Fly_1,2245,18.708333333333332,Stimulus,1.6490068220896166,3.5417514623861734,9.768894469371412,0.9963138103485109
Fly_1,2246,18.716666666666665,Stimulus,2.8085681134195917,17.926890354748366,9.825726858042934,0.9980157613754272
Fly_1,2247,18.725,Stimulus,1.958348727334844,10.250991632375417,9.793088683606298,1.0000015497207642
